Mineral Name,Country of Type Locality
Eugenite,Poland
Graftonite-(Ca),Poland
Graftonite-(Mn),Poland
Hydroniumjarosite,Poland
Koz?owskiite,Poland
Lepageite,Poland
Maneckiite,Poland
Morozeviczite,Poland
Nioboholtite,Poland
Parafiniukite,Poland
Pilawite-(Y),Poland
Polkovicite,Poland
Rozenite,Poland
Sarcopside,Poland
Scandio-winchite,Poland
Silesiaite,Poland
Szklaryite,Poland
Thalliomelane,Poland
Titanoholtite,Poland
Uranophane,Poland
?abińskiite,Poland
Bohdanowiczite,Poland
Borz?ckiite,Poland
Zincostrunzite,Portugal / Germany
Claudetite,Portugal
Fayalite,Portugal
Fogoite-(Y),Portugal
H?leniusite-(Ce),Portugal
Jahnsite-(CaMnMn),Portugal
Jahnsite-(MnMnZn),Portugal
Madeiraite,Portugal
Panasqueiraite,Portugal
Rittmannite,Portugal
Sabugalite,Portugal
Bendadaite,Portugal
Thadeuite,Portugal
Zodacite,Portugal
Chiappinoite-(Y),Portugal
Monetite,Puerto Rico
Congolite,Republic of the Congo
Fornacite,Republic of the Congo
Plancheite,Republic of the Congo
Clinoenstatite,Romania (meteorite)
Alabandite,Romania / Turkey
Alloclasite,Romania
Cuproneyite,Romania
Cyanotrichite,Romania
Dietrichite,Romania
Fels?bányaite,Romania
Fizélyite,Romania
Fül?ppite,Romania
Gra?ianite,Romania
Hemimorphite,Romania
H?rnesite,Romania
Ardealite,Romania
Klebelsbergite,Romania
Krautite,Romania
Krennerite,Romania
Ludwigite,Romania
Magnesio-fluoro-hastingsite,Romania
Merrihueite,Romania
Museumite,Romania
Muthmannite,Romania
Nagyágite,Romania
Pad?raite,Romania
Petzite,Romania
Pseudobrookite,Romania
Rhodochrosite,Romania
Semseyite,Romania
Senandorite,Romania
Stützite,Romania
Sylvanite,Romania
Szaibélyite,Romania
Szmikite,Romania
Tellurite,Romania
Tellurium,Romania
Veszelyite,Romania
Wollastonite,Romania
Alburnite,Romania
Keplerite,Russia (meteorite) / Israel
Chukanovite,Russia (meteorite)
Cupalite,Russia (meteorite)
Decagonite,Russia (meteorite)
Droninoite,Russia (meteorite)
Grokhovskyite,Russia (meteorite)
Hollisterite,Russia (meteorite)
Icosahedrite,Russia (meteorite)
Khatyrkite,Russia (meteorite)
Kryachkoite,Russia (meteorite)
Proxidecagonite,Russia (meteorite)
Steinhardtite,Russia (meteorite)
Stolperite,Russia (meteorite)
Uakitite,Russia (meteorite)
Allabogdanite,Russia (meteorite)
Pliniusite,Russia / Israel
Gmelinite-K,Russia / Italy
Germanocolusite,Russia / Kazakhstan / Namibia / Bulgaria
Bilibinskite,Russia / Kazakhstan
Sphaerobertrandite,Russia / Norway
Vladimirivanovite,Russia / Tajikistan
Chromceladonite,Russia
Chromferide,Russia
Chromium-dravite,Russia
Chromo-alumino-povondraite,Russia
Chromphyllite,Russia
Chrysothallite,Russia
Chubarovite,Russia
Chukhrovite-(Ce),Russia
Chukotkaite,Russia
Chvilevaite,Russia
Clerite,Russia
Clinobehoite,Russia
Allochalcoselite,Russia
Clinophosinaite,Russia
Alluaivite,Russia
Coparsite,Russia
Cordylite-(La),Russia
Crawfordite,Russia
Crocoite,Russia
Cryobostryxite,Russia
Cryptochalcite,Russia
Cryptophyllite,Russia
Alsakharovite-Zn,Russia
Cuproauride,Russia
Cuprodobrovolskyite,Russia
Cuproiridsite,Russia
Cuprokalininite,Russia
Cupromolybdite,Russia
Cuprorhodsite,Russia
Achyrophanite,Russia
Dalnegorskite,Russia
Altisite,Russia
Dashkovaite,Russia
Davanite,Russia
Davinciite,Russia
Delafossite,Russia
Deloneite,Russia
Deltalumite,Russia
Aluminium,Russia
Denisovite,Russia
Depmeierite,Russia
Diaspore,Russia
Dioskouriite,Russia
Diversilite-(Ce),Russia
Dmisokolovite,Russia
Dmisteinbergite,Russia
Dobrovolskyite,Russia
Aluminomagnesiohulsite,Russia
Dokuchaevite,Russia
Dorfmanite,Russia
Dovyrenite,Russia
Dravertite,Russia
Alumoedtollite,Russia
Dritsite,Russia
Dualite,Russia
Alumohydrocalcite,Russia
Alumoklyuchevskite,Russia
Dymkovite,Russia
Dzhalindite,Russia
Dzhuluite,Russia
Alumotantite,Russia
Edgarite,Russia
Edgrewite,Russia
Edtollite,Russia
Efremovite,Russia
Ekaterinite,Russia
Ekplexite,Russia
Elasmochloite,Russia
Elbrusite,Russia
Eleomelanite,Russia
Eliseevite,Russia
Eltyubyuite,Russia
Embreyite,Russia
Epifanovite,Russia
Ericlaxmanite,Russia
Amakinite,Russia
Eringaite,Russia
Ershovite,Russia
Evdokimovite,Russia
Evenkite,Russia
Eveslogite,Russia
Evseevite,Russia
Amgaite,Russia
Fedorite,Russia
Fedorovskite,Russia
Fedotovite,Russia
Feklichevite,Russia
Fenaksite,Russia
Feodosiyite,Russia
Ferchromide,Russia
Ferhodsite,Russia
Ferri-katophorite,Russia
Ferri-winchite,Russia
Ferricerite-(La),Russia
Ferrimolybdite,Russia
Ferriperb?eite-(La),Russia
Ferrisanidine,Russia
Ferro-fluoro-pedrizite,Russia
Ferro-pedrizite,Russia
Ferronickelplatinum,Russia
Ferronordite-(Ce),Russia
Ferronordite-(La),Russia
Ammoniovoltaite,Russia
Ferrosaponite,Russia
Ferroselite,Russia
Ferroskutterudite,Russia
Ferrotochilinite,Russia
Ferrotorryweiserite,Russia
Ferrotychite,Russia
Ferrovalleriite,Russia
Ferrovorontsovite,Russia
Fersmanite,Russia
Fersmite,Russia
Filatovite,Russia
Fivegite,Russia
Fleetite,Russia
Flinteite,Russia
Anapaite,Russia
Florencite-(Sm),Russia
Florensovite,Russia
Fluorbarytolamprophyllite,Russia
Fluorcalciobritholite,Russia
Anatolyite,Russia
Fluorcanasite,Russia
Fluorcaphite,Russia
Fluorcarletonite,Russia
Fluorchegemite,Russia
Fluorellestadite,Russia
Ancylite-(La),Russia
Fluoro-pedrizite,Russia
Fluoro-richterite,Russia
Fluorocronite,Russia
Fluorpyromorphite,Russia
Fluorstrophite,Russia
Fluorvesuvianite,Russia
Formicaite,Russia
Frankamenite,Russia
Andrianovite,Russia
Frolovite,Russia
Gachingite,Russia
Galuskinite,Russia
Genplesite,Russia
Georgbarsanovite,Russia
Georgbokiite,Russia
Gerasimovskite,Russia
Girvasite,Russia
Gjerdingenite-Ca,Russia
Gladiusite,Russia
Gladkovskyite,Russia
Glagolevite,Russia
Glikinite,Russia
Glucine,Russia
Glushinskite,Russia
Godlevskite,Russia
Godovikovite,Russia
Golyshevite,Russia
Grechishchevite,Russia
Grigorievite,Russia
Grossular,Russia
Grumantite,Russia
Gungerite,Russia
Gurzhiite,Russia
Gutkovaite-Mn,Russia
Antipovite,Russia
Hatertite,Russia
Anyuiite,Russia
Anzaite-(Ce),Russia
Henrymeyerite,Russia
Hermannjahnite,Russia
Hexaferrum,Russia
Hexahydroborite,Russia
Hingganite-(Yb),Russia
Aqualite,Russia
Arangasite,Russia
Hydrodelhayelite,Russia
Hydroxycancrinite,Russia
Hydroxykenomicrolite,Russia
Hydroxylbastn?site-(Ce),Russia
Hydroxylbastn?site-(La),Russia
Hydroxylborite,Russia
Hydroxylchondrodite,Russia
Arctite,Russia
Hydroxylclinohumite,Russia
Hydroxyledgrewite,Russia
Hydroxynatropyrochlore,Russia
Ikorskyite,Russia
Ikranite,Russia
Ilinskite,Russia
Ilirneyite,Russia
Ilmajokite-(Ce),Russia
Ilmenite,Russia
Ilyukhinite,Russia
Imandrite,Russia
Inaglyite,Russia
Indigirite,Russia
Indite,Russia
Indium,Russia
Ingodite,Russia
Innelite,Russia
Intersilite,Russia
Iriginite,Russia
Irinarassite,Russia
Isolueshite,Russia
Isovite,Russia
Itelmenite,Russia
Ivanyukite-Cu,Russia
Ivanyukite-K,Russia
Ivanyukite-Na,Russia
Ivsite,Russia
Argentopentlandite,Russia
Jedwabite,Russia
Jeremejevite,Russia
Juonniite,Russia
Kadyrelite,Russia
Kainotropite,Russia
Kalborsite,Russia
Kalifersite,Russia
Kalininite,Russia
Kaliochalcite,Russia
Kalistrontite,Russia
Kalithallite,Russia
Kamchatkite,Russia
Kamenevite,Russia
Kampelite,Russia
Kanonerovite,Russia
Kapustinite,Russia
Karasugite,Russia
Karchevskyite,Russia
Karlditmarite,Russia
Karnasurtite-(Ce),Russia
Karpinskite,Russia
Karpovite,Russia
Kasatkinite,Russia
Kashinite,Russia
Kaskasite,Russia
Kassite,Russia
Katiarsite,Russia
Kazakovite,Russia
Kazanskyite,Russia
Kaznakhtite,Russia
Keiviite-(Y),Russia
Keiviite-(Yb),Russia
Keldyshite,Russia
Kelyanite,Russia
Armbrusterite,Russia
Kenoplumbomicrolite,Russia
Kharaelakhite,Russia
Khibinskite,Russia
Khrenovite,Russia
Kihlmanite-(Ce),Russia
Klyuchevskite,Russia
Koashvite,Russia
Kobyashevite,Russia
Kochkarite,Russia
Kogarkoite,Russia
Koksharovite,Russia
Kolfanite,Russia
Arsenatrotitanite,Russia
Kolskyite,Russia
Kolymite,Russia
Komarovite,Russia
Komkovite,Russia
Konderite,Russia
Kononovite,Russia
Korobitsynite,Russia
Korshunovskite,Russia
Koryakite,Russia
Korzhinskite,Russia
Kostylevite,Russia
Kotulskite,Russia
Kovdorskite,Russia
Kozyrevskite,Russia
Krasheninnikovite,Russia
Krasnoshteinite,Russia
Krasnovite,Russia
Kravtsovite,Russia
Krivovichevite,Russia
Kudriavite,Russia
Kufahrite,Russia
Kukharenkoite-(La),Russia
Kukisvumite,Russia
Kuksite,Russia
Kuliginite,Russia
Kuliokite-(Y),Russia
Kumtyubeite,Russia
Kupletskite,Russia
Kuranakhite,Russia
Kurchatovite,Russia
Kurilite,Russia
Kuvaevite,Russia
Kuzmenkoite-Mn,Russia
Kuzmenkoite-Zn,Russia
Kuzminite,Russia
Kyanoxalite,Russia
K?sterite,Russia
Labuntsovite-Fe,Russia
Labuntsovite-Mg,Russia
Arsenoflorencite-(La),Russia
Labuntsovite-Mn,Russia
Labyrinthite,Russia
Lakargiite,Russia
Lamprophyllite,Russia
Landauite,Russia
Aegirine-augite,Russia
Laplandite-(Ce),Russia
Lavrentievite,Russia
Lazarenkoite,Russia
Lehmannite,Russia
Lemmleinite-Ba,Russia
Lemmleinite-K,Russia
Lenaite,Russia
Leningradite,Russia
Lepkhenelmite-Zn,Russia
Lermontovite,Russia
Arsenowagnerite,Russia
Lintisite,Russia
Arsenudinaite,Russia
Lisitsynite,Russia
Lithiophosphate,Russia
Lithosite,Russia
Litvinskite,Russia
Lobanovite,Russia
Lomonosovite,Russia
Loparite-(Ce),Russia
Loranskite-(Y),Russia
Arsmirandite,Russia
Lovdarite,Russia
Lovozerite,Russia
Lubor?ákite,Russia
Lukkulaisvaaraite,Russia
Lun'okite,Russia
Magganasite,Russia
Magnesio-fluoro-arfvedsonite,Russia
Magnesiocoulsonite,Russia
Magnesiohatertite,Russia
Magnesioneptunite,Russia
Majakite,Russia
Majzlanite,Russia
Makarochkinite,Russia
Maletoyvayamite,Russia
Malinkoite,Russia
Malyshevite,Russia
Manaevite-(Ce),Russia
Manaksite,Russia
Manganbabingtonite,Russia
Manganbelyankinite,Russia
Manganobadalovite,Russia
Manganokaskasite,Russia
Manganonaujakasite,Russia
Manganoneptunite,Russia
Manganonordite-(Ce),Russia
Manganosegelerite,Russia
Manganotychite,Russia
Mangazeite,Russia
Mariinskite,Russia
Marinaite,Russia
Markhininite,Russia
Maslovite,Russia
Aeschynite-(Ce),Russia
Medvedevite,Russia
Megacyclite,Russia
Megakalsilite,Russia
Megawite,Russia
Atlasovite,Russia
Melanarsite,Russia
Mellizinkalite,Russia
Meniaylovite,Russia
Menshikovite,Russia
Auerbakhite,Russia
Metacalciouranoite,Russia
Metathénardite,Russia
Metauramphite,Russia
Aurichalcite,Russia
Auricupride,Russia
Miassite,Russia
Middendorfite,Russia
Milkovoite,Russia
Mineevite-(Y),Russia
Auroselenide,Russia
Mirnyite,Russia
Mitrofanovite,Russia
Mogovidite,Russia
Moluranite,Russia
Monazite-(Ce),Russia
Moncheite,Russia
Monchetundraite,Russia
Avdoninite,Russia
Averievite,Russia
Axelite,Russia
Mukhinite,Russia
Murmanite,Russia
Murunskite,Russia
Mutnovskite,Russia
Nabalamprophyllite,Russia
Nabaphite,Russia
Nabokoite,Russia
Nacaphite,Russia
Azoproite,Russia
Nafertisite,Russia
Namansilite,Russia
Babefphite,Russia
Nastrophite,Russia
Nataliyamalikite,Russia
Natalyite,Russia
Natisite,Russia
Natrite,Russia
Natroaphthitalite,Russia
Babkinite,Russia
Natroniobite,Russia
Natrophosphate,Russia
Natrosilite,Russia
Natrotantite,Russia
Natroxalate,Russia
Nechelyustovite,Russia
Nefedovite,Russia
Nenadkevichite,Russia
Nepskoeite,Russia
Neskevaaraite-Fe,Russia
Badalovite,Russia
Nevskite,Russia
Nickelboussingaultite,Russia
Nickelhexahydrite,Russia
Nickelpicromerite,Russia
Nicksobolevite,Russia
Nifontovite,Russia
Nikmelnikovite,Russia
Nioboaeschynite-(Ce),Russia
Niobocarbide,Russia
Nioboixiolite-(Mn2+),Russia
Nipalarsite,Russia
Nishanbaevite,Russia
Nordite-(Ce),Russia
Nordite-(La),Russia
Norilskite,Russia
Novograblenovite,Russia
Bakakinite,Russia
Bakhchisaraitsevite,Russia
Odikhinchaite,Russia
Odintsovite,Russia
Baksanite,Russia
Ognitite,Russia
Olekminskite,Russia
Olenite,Russia
Olgite,Russia
Olkhonskite,Russia
Olshanskyite,Russia
Olympite,Russia
Organovaite-Mn,Russia
Organovaite-Zn,Russia
Balyakinite,Russia
Oulankaite,Russia
Oxy-chromium-dravite,Russia
Oxy-vanadium-dravite,Russia
Oxybismutomicrolite,Russia
Oxyvanite,Russia
Ozernovskite,Russia
Ozerovaite,Russia
Padmaite,Russia
Pakhomovskyite,Russia
Palarstanide,Russia
Palladoarsenide,Russia
Palladodymite,Russia
Palladothallite,Russia
Palygorskite,Russia
Panskyite,Russia
Pansnerite,Russia
Paolovite,Russia
Para-alumohydrocalcite,Russia
Paraberzeliite,Russia
Paraershovite,Russia
Parageorgbokiite,Russia
Parakeldyshite,Russia
Parakuzmenkoite-Fe,Russia
Paralammerite,Russia
Paralomonosovite,Russia
Paranatisite,Russia
Paratobermorite,Russia
Paratsepinite-Ba,Russia
Paratsepinite-Na,Russia
Paraumbite,Russia
Paravinogradovite,Russia
Parawulffite,Russia
Barentsite,Russia
Patynite,Russia
Pauflerite,Russia
Paulgrothite,Russia
Pautovite,Russia
Pavlovskyite,Russia
Pa?avaite,Russia
Bario-olgite,Russia
Penkvilksite,Russia
Pentahydroborite,Russia
Penzhinite,Russia
Perb?eite-(La),Russia
Percleveite-(La),Russia
Perlialite,Russia
Perovskite,Russia
Pertsevite-(F),Russia
Pertsevite-(OH),Russia
Petrovite,Russia
Pharmazincite,Russia
Phenakite,Russia
Philoxenite,Russia
Phoenicochroite,Russia
Phosinaite-(Ce),Russia
Phosphoinnelite,Russia
Pilipenkoite,Russia
Piypite,Russia
Planerite,Russia
Plumbopalladinite,Russia
Podlesnoite,Russia
Pokhodyashinite,Russia
Polarite,Russia
Polezhaevaite-(Ce),Russia
Polkanovite,Russia
Polyakovite-(Ce),Russia
Polyarsite,Russia
Polyphite,Russia
Ponomarevite,Russia
Popovite,Russia
Popugaevaite,Russia
Potassic-chloro-pargasite,Russia
Potassic-ferro-ferri-sadanagaite,Russia
Potassic-magnesio-hastingsite,Russia
Prewittite,Russia
Barytolamprophyllite,Russia
Proshchenkoite-(Y),Russia
Pseudolyonsite,Russia
Pseudosinhalite,Russia
Pumpellyite-(Fe2+),Russia
Puninite,Russia
Punkaruaivite,Russia
Putoranite,Russia
Pyatenkoite-(Y),Russia
Bastn?site-(La),Russia
Pyrophyllite,Russia
Quadruphite,Russia
Batagayite,Russia
Batievaite-(Y),Russia
Radek?kodaite-(Ce),Russia
Radek?kodaite-(La),Russia
Raisaite,Russia
Raite,Russia
Batisite,Russia
Batisivite,Russia
Raslakite,Russia
Rastsvetaevite,Russia
Rasvumite,Russia
Rauchite,Russia
Revdite,Russia
Reznitskyite,Russia
Rhabdoborite-(Mo),Russia
Bauranoite,Russia
Rhabdoborite-(V),Russia
Rhabdoborite-(W),Russia
Rheniite,Russia
Rhodizite,Russia
Rhodplumsite,Russia
Rimkorolgite,Russia
Rippite,Russia
Romanorlovite,Russia
Rorisite,Russia
Bazhenovite,Russia
Rucklidgeite,Russia
Rudenkoite,Russia
Rudolfhermannite,Russia
Rusinovite,Russia
Ryabchikovite,Russia
Rémondite-(La),Russia
Saamite,Russia
Sakhaite,Russia
Samarskite-(Y),Russia
Sanguite,Russia
Sapozhnikovite,Russia
Saranchinaite,Russia
Saranovskite,Russia
Savelievaite,Russia
Sazhinite-(Ce),Russia
Sazykinaite-(Y),Russia
Belkovite,Russia
Seidite-(Ce),Russia
Seidozerite,Russia
Belogubite,Russia
Selenolaurite,Russia
Selenostephanite,Russia
Selivanovaite,Russia
Selsurtite,Russia
Belomarinaite,Russia
Belousovite,Russia
Sergeevite,Russia
Sergevanite,Russia
Sergeysmirnovite,Russia
Shabynite,Russia
Belovite-(Ce),Russia
Shadlunite,Russia
Shafranovskite,Russia
Belovite-(La),Russia
Shcherbakovite,Russia
Shcherbinaite,Russia
Shchurovskyite,Russia
Belyankinite,Russia
Shirokshinite,Russia
Shkatulkalite,Russia
Shlykovite,Russia
Shomiokite-(Y),Russia
Shubnikovite,Russia
Shuiskite-(Cr),Russia
Shuiskite-(Mg),Russia
Shuvalovite,Russia
Sibirskite,Russia
Sidorenkite,Russia
Sitinakite,Russia
Siudaite,Russia
Sluzhenikinite,Russia
Slyudyankaite,Russia
Smirnovskite,Russia
Smolyaninovite,Russia
Sobolevite,Russia
Sobolevskite,Russia
Sofiite,Russia
Solongoite,Russia
Sopcheite,Russia
Sorosite,Russia
Sosedkoite,Russia
Srebrodolskite,Russia
Stannopalladinite,Russia
Starovaite,Russia
Berborite,Russia
Steklite,Russia
Stellerite,Russia
Stepanovite,Russia
Strakhovite,Russia
Stronadelphite,Russia
Strontiofluorite,Russia
Strontiowhitlockite,Russia
Sudovikovite,Russia
Sulfhydrylbystrite,Russia
Sulphotsumoite,Russia
Svetlanaite,Russia
Svyatoslavite,Russia
Svyazhinite,Russia
Taikanite,Russia
Taimyrite,Russia
Talnakhite,Russia
Tamuraite,Russia
Tantalcarbide,Russia
Tantalite-(Mg),Russia
Beryllite,Russia
Tantite,Russia
Tashelgite,Russia
Tatarinovite,Russia
Tatarskite,Russia
Tatyanaite,Russia
Tausonite,Russia
Tazheranite,Russia
Tazieffite,Russia
Telargpalite,Russia
Beshtauite,Russia
Ternovite,Russia
Terskite,Russia
Tetraferriphlogopite,Russia
Thalcusite,Russia
Thalfenisite,Russia
Thalhammerite,Russia
Thermaerogenite,Russia
Thermonatrite,Russia
Thorbastn?site,Russia
Thorosteenstrupine,Russia
Tiettaite,Russia
Tikhonenkovite,Russia
Tin,Russia
Tinaksite,Russia
Tinnunculite,Russia
Tisinalite,Russia
Tochilinite,Russia
Tokkoite,Russia
Tolbachite,Russia
Tolovkite,Russia
Tolstykhite,Russia
Toturite,Russia
Tounkite,Russia
Aikinite,Russia
Tsaregorodtsevite,Russia
Tsepinite-Ca,Russia
Tsepinite-K,Russia
Tsepinite-Na,Russia
Tsepinite-Sr,Russia
Tsygankoite,Russia
Tugarinovite,Russia
Tuliokite,Russia
Tumchaite,Russia
Tundrite-(Ce),Russia
Tungsten,Russia
Tungusite,Russia
Tyretskite,Russia
T?rnebohmite-(La),Russia
Udinaite,Russia
Umbite,Russia
Umbozerite,Russia
Uralborite,Russia
Uralolite,Russia
Urusovite,Russia
Urvantsevite,Russia
Ushkovite,Russia
Usovite,Russia
Ustarasite,Russia
Usturite,Russia
Uvarovite,Russia
Uzonite,Russia
Vanadio-oxy-chromium-dravite,Russia
Vanadio-oxy-dravite,Russia
Vanadio-pargasite,Russia
Bindheimite,Russia
Vasilseverginite,Russia
Vauquelinite,Russia
Biraite-(Ce),Russia
Vergasovaite,Russia
Biraite-(La),Russia
Vernadite,Russia
Vigrishinite,Russia
Vimsite,Russia
Vinogradovite,Russia
Vishnevite,Russia
Viteite,Russia
Vitimite,Russia
Vladimirite,Russia
Vladykinite,Russia
Vlasovite,Russia
Vlodavetsite,Russia
Volborthite,Russia
Volkonskoite,Russia
Voloshinite,Russia
Vorlanite,Russia
Voronkovite,Russia
Vorontsovite,Russia
Vozhminite,Russia
Vuonnemite,Russia
Vuoriyarvite-K,Russia
Vyalsovite,Russia
Vymazalováite,Russia
Vysotskite,Russia
Vyuntspakhkite-(Y),Russia
Bismutocolumbite,Russia
Bismutohauchecornite,Russia
Bitikleite,Russia
Wilhelmramsayite,Russia
Wiluite,Russia
Wrightite,Russia
Wulffite,Russia
Yafsoanite,Russia
Yakhontovite,Russia
Yakovenchukite-(Y),Russia
Yaroshevskite,Russia
Yaroslavite,Russia
Yegorovite,Russia
Yttriaite-(Y),Russia
Yuksporite,Russia
Yurgensonite,Russia
Yurmarinite,Russia
Yushkinite,Russia
Zakharovite,Russia
Zavaritskite,Russia
Zaykovite,Russia
Zemkorite,Russia
Zharchikhite,Russia
Zhemchuzhnikovite,Russia
Ziminaite,Russia
Zincobradaczekite,Russia
Zincochromite,Russia
Zincomenite,Russia
Zircophyllite,Russia
Zircosulfate,Russia
Zirsinalite,Russia
Zlatogorite,Russia
Znamenskyite,Russia
Zolotarevite,Russia
Zorite,Russia
Zubkovaite,Russia
Zvyaginite,Russia
Zvyagintsevite,Russia
Abramovite,Russia
Bonshtedtite,Russia
Akhtenskite,Russia
Borcarite,Russia
Borisenkoite,Russia
Bornemanite,Russia
Borocookeite,Russia
Borodaevite,Russia
Borovskite,Russia
Bortnikovite,Russia
Bosiite,Russia
Aklimaite,Russia
Botuobinskite,Russia
Bradaczekite,Russia
Aktashite,Russia
Brochantite,Russia
Alacránite,Russia
Bubnovaite,Russia
Alarsite,Russia
Burnsite,Russia
Burovaite-Ca,Russia
Burpalite,Russia
Buryatite,Russia
Bushmakinite,Russia
Bussenite,Russia
Bykovaite,Russia
Bystrite,Russia
Cabriite,Russia
Cadmium,Russia
Cadmoindite,Russia
Cadmoselite,Russia
Cafetite,Russia
Calciborite,Russia
Calcioancylite-(Ce),Russia
Calciocatapleiite,Russia
Calciohatertite,Russia
Calciojohillerite,Russia
Calciolangbeinite,Russia
Calciomurmanite,Russia
Calciotantite,Russia
Calciouranoite,Russia
Calcioveatchite,Russia
Calcjarlite,Russia
Calzirtite,Russia
Canasite,Russia
Cancrinite,Russia
Cancrisilite,Russia
Aleksite,Russia
Carbobystrite,Russia
Carbocernaite,Russia
Aleutite,Russia
Alexkhomyakovite,Russia
Alexkuznetsovite-(Ce),Russia
Caryochroite,Russia
Cassedanneite,Russia
Alexkuznetsovite-(La),Russia
Cattiite,Russia
Cesiodymite,Russia
Chabazite-Sr,Russia
Charoite,Russia
Chegemite,Russia
Cheremnykhite,Russia
Cherepanovite,Russia
Chernovite-(Y),Russia
Chesnokovite,Russia
Chevkinite-(Ce),Russia
Chiolite,Russia
Chirvinskyite,Russia
Chivruaiite,Russia
Chkalovite,Russia
Chlorartinite,Russia
Chlorbartonite,Russia
Chloritoid,Russia
Chlorkyuygenite,Russia
Chlormagaluminite,Russia
Chloromenite,Russia
Ferrorosemaryite,Rwanda
Foordite,Rwanda
Gatumbaite,Rwanda
Bertossaite,Rwanda
Burangaite,Rwanda
Hydroxyplumbopyrochlore,Saudi Arabia
Abhurite,Saudi Arabia
Senegalite,Senegal
Jadarite,Serbia
Jarandolite,Serbia
Rhodarsenide,Serbia
Studenitsite,Serbia
Synchysite-(Nd),Serbia
Takovite,Serbia
Schreibersite,Slovakia (meteorite)
Argentotetrahedrite-(Zn),Slovakia / Switzerland
Cohenite,Slovakia
Dob?ináite,Slovakia
Euchroite,Slovakia
Evansite,Slovakia
Fluorapophyllite-(NH_4_),Slovakia
Fluorarrojadite-(BaNa),Slovakia
Hauerite,Slovakia
Hodru?ite,Slovakia
Argentopolybasite-T2ac,Slovakia
Javorieite,Slovakia
Argentotetrahedrite-(Cd),Slovakia
Kornelite,Slovakia
Libethenite,Slovakia
Monazite-(Gd),Slovakia
Mrázekite,Slovakia
Rhomboclase,Slovakia
Schafarzikite,Slovakia
Szomolnokite,Slovakia
Telluronevskite,Slovakia
Tetradymite,Slovakia
Vashegyite,Slovakia
Vihorlatite,Slovakia
Chovanite,Slovakia
Dravite,Slovenia
Idrialite,Slovenia
Siderotil,Slovenia
Djerfisherite,South Africa (meteorite)
Allanite-(Y),South Africa
Clairite,South Africa
Cochromite,South Africa
Colinowensite,South Africa
Cooperite,South Africa
Cyprine,South Africa
Diegogattaite,South Africa
Driekopite,South Africa
Effenbergerite,South Africa
Ferrokinoshitalite,South Africa
Gamagarite,South Africa
Genkinite,South Africa
Geversite,South Africa
Goldschmidtite,South Africa
Guidottiite,South Africa
Hawthorneite,South Africa
Haycockite,South Africa
Hennomartinite,South Africa
Apjohnite,South Africa
Hollingworthite,South Africa
Holtstamite,South Africa
Hotsonite,South Africa
Hydrombobomkulite,South Africa
Hydroxymcglassonite-(K),South Africa
Insizwaite,South Africa
Irarsite,South Africa
Kenotobermorite,South Africa
Lavinskyite,South Africa
Liebenbergite,South Africa
Lindsleyite,South Africa
Lipuite,South Africa
Lonecreekite,South Africa
Maghemite,South Africa
Manganvesuvianite,South Africa
Mathiasite,South Africa
Mbobomkulite,South Africa
Meieranite,South Africa
Atokite,South Africa
Merenskyite,South Africa
Modderite,South Africa
Mooihoekite,South Africa
Mountainite,South Africa
Nchwaningite,South Africa
Niggliite,South Africa
Nimite,South Africa
Afwillite,South Africa
Olmiite,South Africa
Orlymanite,South Africa
Parahibbingite,South Africa
Parkerite,South Africa
Platarsite,South Africa
Poldervaartite,South Africa
Potassic-mangani-leakeite,South Africa
Prehnite,South Africa
Rhodesite,South Africa
Rustenburgite,South Africa
Sabieite,South Africa
Saccoite,South Africa
Sasaite,South Africa
Schizolite,South Africa
Scottyite,South Africa
Stibiopalladinite,South Africa
Strontioruizite,South Africa
Stumpflite,South Africa
Sturmanite,South Africa
Taniajacoite,South Africa
Teschemacherite,South Africa
Tetraferroplatinum,South Africa
Titanomaghemite,South Africa
Tredouxite,South Africa
Trevorite,South Africa
Tweddillite,South Africa
Vonbezingite,South Africa
Bismoclite,South Africa
Werdingite,South Africa
Wesselsite,South Africa
Willemseite,South Africa
Yuzuxiangite,South Africa
Bonaccordite,South Africa
Bowlesite,South Africa
Braggite,South Africa
Bultfonteinite,South Africa
Cairncrossite,South Africa
Janggunite,South Korea
Colomeraite,Spain (meteorite)
Abellaite,Spain
Clino-ferri-holmquistite,Spain
Clino-ferro-ferri-holmquistite,Spain
Cobaltarthurite,Spain
Conichalcite,Spain
Ermeloite,Spain
Fehrite,Spain
Ferberite,Spain
Ferri-pedrizite,Spain
Ferro-ferri-pedrizite,Spain
Andalusite,Spain
Glauberite,Spain
Aragonite,Spain
Hydroniumpharmacoalumite,Spain
Jarosite,Spain
Linarite,Spain
Aerinite,Spain
Mogánite,Spain
Morenosite,Spain
Natropharmacoalumite,Spain
Barahonaite-(Al),Spain
Barahonaite-(Fe),Spain
Barquillite,Spain
Potassic-ferro-taramite,Spain
Rodalquilarite,Spain
Rutile,Spain
Saliotite,Spain
Suhailite,Spain
Thénardite,Spain
Villamanínite,Spain
Westerveldite,Spain
Yagiite,Spain
Zaratite,Spain
Zinkosite,Spain
Bolivarite,Spain
Alcantarillaite,Spain
Calderónite,Spain
Cervantite,Spain
Lucchesiite,Sri Lanka / Czech Republic
Ekanite,Sri Lanka
Anandite,Sri Lanka
Fluor-uvite,Sri Lanka
Geikielite,Sri Lanka
